studentId,questionId,score,selectedAnswer
internal2,212304074,1,"[erythema multiforme, herpes simplex infection]"
internal2,246922162,0,thiamine deficiency
internal2,285321069,1,Acute urticaria
internal2,306104904,0,Wegener granulomatosis
internal2,314669186,0,staphylococcal infection
internal2,343170511,1,diabetic neuropathy
internal2,360926891,1,diverticulosis
internal2,366614084,0,adult acute diarrhea
internal2,373635213,1,meropenem
internal2,48693781,1,allergic rhinitis
internal2,491054711,1,age-related macular degeneration
internal2,533517250,1,bounding pulse
internal2,55350942,1,syncope
internal2,596262383,0,hypokalemia
internal2,638087159,2,"[tuberculosis, bronchiectasis]"
internal2,721983276,1,amitriptyline
internal2,798089099,0,pulmonary valve stenosis
internal2,836886421,0,shigellosis
internal2,85598872,0,generalized anxiety disorder
internal2,980128140,1,fatigue
internal3,-1154198561,2,"[bronchiectasis, tuberculosis]"
internal3,-1178650343,1,abdominal aortic aneurysm
internal3,-1227921966,1,chronic pancreatitis
internal3,-1245415419,1,Chronic suppurative otitis media
internal3,-1296951291,2,"[bronchiectasis, tuberculosis]"
internal3,-131664545,1,fever
internal3,-1332818599,0,pharyngitis
internal3,-1352072290,2,"[bronchiectasis, tuberculosis]"
internal3,-1360782023,1,toxic shock syndrome
internal3,-1386524416,0,adult acute diarrhea
internal3,-1398748014,1,dermatomyositis
internal3,-1520310312,1,heart failure
internal3,-1567020152,0,[herpes simplex infection]
internal3,-1597385599,1,malignant hyperthermia
internal3,-1619489304,2,"[tuberculosis, bronchiectasis]"
internal3,-1636317005,1,certolizumab
internal3,-1648484617,0,bacterial meningitis in adult
internal3,-171924202,1,carbidopa
internal3,-1726577036,0,botulism
internal3,-1741358200,2,"[extrapulmonary tuberculosis, malignant lymphoma, Crohn disease, neoplasm metastasis]"
internal3,-1744722716,2,"[erythema multiforme, hand foot and mouth disease, herpes simplex infection]"
internal3,-1772718435,0,mumps
internal3,-179437985,1,megaloblastic anemia due to folate deficiency
internal3,-1844940382,2,"[ulcerative colitis, Crohn disease, Behçet syndrome]"
internal3,-1856866015,1,autonomic dysreflexia
internal3,-187305279,1,[tuberculosis]
internal3,-1921063903,1,chronic pancreatitis
internal3,-2002273997,0,eosinophilic esophagitis
internal3,-2035787841,1,alpha 1-antitrypsin deficiency
internal3,-2036982507,0,acetaminophen/chlorpheniramine/dextromethorphan/pseudoephedrine
internal3,-2095091475,1,scabies
internal3,-2115138625,1,cortisone
internal3,-228503150,1,altitude sickness
internal3,-297867117,1,sildenafil
internal3,-406621636,1,mumps
internal3,-425916557,1,dyspnea
internal3,-489629583,1,medulloblastoma
internal3,-515543363,1,sepsis
internal3,-570295292,1,[influenza]
internal3,-614797382,1,fluoroquinolone
internal3,-655529301,0,generalized anxiety disorder
internal3,-664126766,0,pulmonary valve stenosis
internal3,-688062151,1,pneumococcal meningitis
internal3,-708064003,0,history of connective tissue disorder
internal3,-763460814,2,"[dissecting aortic aneurysm, pulmonary embolism, acute coronary syndrome]"
internal3,-777960901,1,abnormal cardiac conduction
internal3,-853603256,1,fatigue
internal3,-859477240,0,schistosomiasis
internal3,-904922175,1,omeprazole
internal3,-951273271,1,heart failure
internal3,-96890651,2,"[dissecting aortic aneurysm, acute coronary syndrome, Takotsubo cardiomyopathy, diffuse esophageal spasm, pulmonary embolism]"
internal3,-976885592,1,paclitaxel
internal3,1004418858,1,gastroesophageal reflux disease in adults
internal3,1150579605,0,bacterial meningitis in adult
internal3,1268595047,2,"[adult asthma, heart failure, gastroesophageal reflux disease]"
internal3,1269363559,0,sepsis
internal3,1358937044,1,cervicofacial actinomycosis
internal3,1373318532,0,adult asthma
internal3,1396553893,1,Chagas disease
internal3,1444924091,1,Hashimoto disease
internal3,1466679831,0,fludrocortisone
internal3,1479813209,2,"[tuberculosis, bronchiectasis]"
internal3,1508327947,0,acetaminophen/dextromethorphan
internal3,1586343918,0,sepsis
internal3,1632388614,1,giardiasis
internal3,1713191791,1,Barrett esophagus
internal3,1718846532,0,ofloxacin
internal3,1872323125,1,altitude sickness
internal3,1963399416,1,moxifloxacin
internal3,198296330,1,West Nile virus disease
internal3,2028175225,2,"[pulmonary embolism, acute coronary syndrome]"
internal3,2043881490,1,sepsis
internal3,212304074,1,"[herpes simplex infection, hand foot and mouth disease]"
internal3,246922162,0,nosocomial pneumonia
internal3,285321069,1,Acute urticaria
internal3,306104904,1,diaphragmatic hernia
internal3,314669186,0,staphylococcal infection
internal3,343170511,1,diabetic neuropathy
internal3,360926891,0,intussusception
internal3,366614084,0,acute myeloid leukemia
internal3,373635213,0,vancomycin
internal3,48693781,1,allergic rhinitis
internal3,491054711,0,ischemic stroke
internal3,533517250,1,bounding pulse
internal3,55350942,1,syncope
internal3,596262383,0,hypokalemia
internal3,638087159,2,"[bronchiectasis, tuberculosis]"
internal3,721983276,1,amitriptyline
internal3,798089099,0,pulmonary valve stenosis
internal3,836886421,1,campylobacteriosis
internal3,85598872,0,generalized anxiety disorder
internal3,980128140,0,abdominal tenderness
internal4,-1154198561,2,"[bronchitis, bronchiectasis, chronic sinusitis, tuberculosis, asthma]"
internal4,-1178650343,1,abdominal aortic aneurysm
internal4,-1227921966,1,chronic pancreatitis
internal4,-1245415419,1,Chronic suppurative otitis media
internal4,-1296951291,2,"[lung carcinoma, bronchiectasis, bronchitis, cystic fibrosis, tuberculosis]"
internal4,-131664545,0,irritability
internal4,-1332818599,1,avian influenza
internal4,-1352072290,2,"[tuberculosis, lung carcinoma, cystic fibrosis, bronchiectasis]"
internal4,-1360782023,1,toxic shock syndrome
internal4,-1386524416,0,gastric cancer
internal4,-1398748014,1,dermatomyositis
internal4,-1520310312,1,heart failure
internal4,-1567020152,2,"[ulcerative colitis, Crohn disease, Behçet syndrome]"
internal4,-1597385599,1,malignant hyperthermia
internal4,-1619489304,2,"[chronic sinusitis, bronchiectasis, cystic fibrosis, tuberculosis]"
internal4,-1636317005,1,certolizumab
internal4,-1648484617,0,bacterial meningitis in adult
internal4,-171924202,1,carbidopa
internal4,-1726577036,1,tuberculosis
internal4,-1741358200,2,"[extrapulmonary tuberculosis, Crohn disease, malignant lymphoma, neoplasm metastasis]"
internal4,-1744722716,2,"[allergic contact dermatitis, erythema multiforme, gonorrhea, herpes simplex infection, hand foot and mouth disease]"
internal4,-1772718435,0,mumps
internal4,-179437985,1,megaloblastic anemia due to folate deficiency
internal4,-1844940382,2,"[Behçet syndrome, ulcerative colitis, Crohn disease]"
internal4,-1856866015,1,autonomic dysreflexia
internal4,-187305279,2,"[bronchitis, idiopathic pulmonary fibrosis, tuberculosis, bronchiectasis]"
internal4,-1921063903,1,chronic pancreatitis
internal4,-2002273997,0,eosinophilic esophagitis
internal4,-2035787841,1,alpha 1-antitrypsin deficiency
internal4,-2036982507,1,mifepristone
internal4,-2095091475,1,scabies
internal4,-2115138625,1,cortisone
internal4,-228503150,1,altitude sickness
internal4,-297867117,1,sildenafil
internal4,-406621636,1,mumps
internal4,-425916557,1,dyspnea
internal4,-489629583,1,medulloblastoma
internal4,-515543363,1,sepsis
internal4,-570295292,1,[influenza]
internal4,-614797382,1,fluoroquinolone
internal4,-655529301,1,toxic shock syndrome
internal4,-664126766,0,pulmonary valve stenosis
internal4,-688062151,1,pneumococcal meningitis
internal4,-708064003,0,history of connective tissue disorder
internal4,-763460814,2,"[dissecting aortic aneurysm, Takotsubo cardiomyopathy, pericarditis, acute coronary syndrome, pulmonary embolism]"
internal4,-777960901,1,abnormal cardiac conduction
internal4,-853603256,0,tenesmus
internal4,-859477240,0,bacterial meningitis in adult
internal4,-904922175,0,dapsone
internal4,-951273271,1,heart failure
internal4,-96890651,0,"[dissecting aortic aneurysm, Takotsubo cardiomyopathy]"
internal4,-976885592,1,paclitaxel
internal4,1004418858,1,gastroesophageal reflux disease in adults
internal4,1150579605,0,bacterial meningitis in adult
internal4,1268595047,2,"[adult asthma, heart failure]"
internal4,1269363559,0,sepsis
internal4,1358937044,1,cervicofacial actinomycosis
internal4,1373318532,1,carbon monoxide poisoning
internal4,1396553893,0,sepsis
internal4,1444924091,1,Hashimoto disease
internal4,1466679831,0,fludrocortisone
internal4,1479813209,2,"[bronchiectasis, foreign body aspiration, tuberculosis, idiopathic pulmonary fibrosis]"
internal4,1508327947,0,acetaminophen/dextromethorphan
internal4,1586343918,0,sepsis
internal4,1632388614,1,giardiasis
internal4,1713191791,1,Barrett esophagus
internal4,1718846532,0,ofloxacin
internal4,1872323125,1,altitude sickness
internal4,1963399416,1,moxifloxacin
internal4,198296330,0,Chagas disease
internal4,2028175225,2,"[Takotsubo cardiomyopathy, acute coronary syndrome, pulmonary embolism]"
internal4,2043881490,0,Crohn disease
internal4,212304074,1,"[herpes simplex infection, hand foot and mouth disease, allergic contact dermatitis]"
internal4,246922162,0,nosocomial pneumonia
internal4,285321069,1,Acute urticaria
internal4,306104904,1,diaphragmatic hernia
internal4,314669186,1,mumps
internal4,343170511,1,diabetic neuropathy
internal4,360926891,1,diverticulosis
internal4,366614084,1,female breast cancer
internal4,373635213,0,amoxicillin
internal4,48693781,1,allergic rhinitis
internal4,491054711,1,age-related macular degeneration
internal4,533517250,0,pulsus paradoxus
internal4,55350942,0,ejection click
internal4,596262383,0,hypokalemia
internal4,638087159,2,"[tuberculosis, bronchiectasis, bronchitis, idiopathic pulmonary fibrosis]"
internal4,721983276,1,amitriptyline
internal4,798089099,0,pulmonary valve stenosis
internal4,836886421,1,campylobacteriosis
internal4,85598872,1,toxic shock syndrome
internal4,980128140,1,fatigue
ortho1,-1154198561,2,"[tuberculosis, bronchiectasis, bronchitis]"
ortho1,-1178650343,1,abdominal aortic aneurysm
ortho1,-1195576538,0,acute low back pain
ortho1,-1227921966,1,chronic pancreatitis
ortho1,-1245415419,1,Chronic suppurative otitis media
ortho1,-1296951291,1,"[bronchitis, bronchiectasis]"
ortho1,-131664545,1,fever
ortho1,-1332818599,0,pharyngitis
ortho1,-1352072290,1,[tuberculosis]
ortho1,-1360782023,1,toxic shock syndrome
ortho1,-1373701793,1,lidocaine topical
ortho1,-1386524416,1,chronic pancreatitis
ortho1,-1398748014,1,dermatomyositis
ortho1,-1421669299,1,autonomic dysreflexia
ortho1,-1442160837,1,etidronate
ortho1,-1520310312,0,empyema
ortho1,-1536794602,0,inflamed joint
ortho1,-1541983061,1,peroneal muscular atrophy
ortho1,-1567020152,1,[Crohn disease]
ortho1,-1597385599,0,nosocomial pneumonia
ortho1,-1619489304,1,[tuberculosis]
ortho1,-1636317005,1,certolizumab
ortho1,-1648484617,1,pneumococcal meningitis
ortho1,-171924202,1,carbidopa
ortho1,-1726577036,0,botulism
ortho1,-1741358200,1,"[extrapulmonary tuberculosis, malignant lymphoma]"
ortho1,-1744722716,1,"[hand foot and mouth disease, herpes simplex infection]"
ortho1,-1772718435,0,mumps
ortho1,-179437985,0,Bartter syndrome
ortho1,-1795992718,1,alteration in consciousness
ortho1,-1820252012,1,topiramate
ortho1,-182696637,1,Legg-Calvé-Perthes disease
ortho1,-1844940382,2,"[Behçet syndrome, Crohn disease]"
ortho1,-1856866015,1,autonomic dysreflexia
ortho1,-187305279,0,[bronchitis]
ortho1,-1878599236,0,acute low back pain
ortho1,-188669522,1,shoulder dislocation
ortho1,-1921063903,1,chronic pancreatitis
ortho1,-1923632496,1,decompression sickness
ortho1,-2002273997,1,Middle East respiratory syndrome
ortho1,-2035787841,1,alpha 1-antitrypsin deficiency
ortho1,-2036982507,0,acetaminophen/chlorpheniramine/dextromethorphan/pseudoephedrine
ortho1,-2041124775,1,radial head subluxation
ortho1,-2095091475,0,hepatitis C
ortho1,-2115138625,1,cortisone
ortho1,-228503150,1,altitude sickness
ortho1,-245780405,1,chest pain
ortho1,-297867117,1,sildenafil
ortho1,-406621636,0,dysphagia
ortho1,-425916557,1,dyspnea
ortho1,-485266509,1,clonidine
ortho1,-489629583,1,medulloblastoma
ortho1,-515543363,1,sepsis
ortho1,-570295292,2,"[viral meningitis, influenza, bacterial meningitis, West Nile virus disease]"
ortho1,-614797382,1,fluoroquinolone
ortho1,-639113721,1,spondylolisthesis
ortho1,-655529301,1,toxic shock syndrome
ortho1,-664126766,0,pulmonary valve stenosis
ortho1,-688062151,0,bacterial meningitis in adult
ortho1,-708064003,0,history of connective tissue disorder
ortho1,-763460814,2,"[pulmonary embolism, dissecting aortic aneurysm, acute coronary syndrome]"
ortho1,-777960901,0,myocarditis
ortho1,-853603256,1,fatigue
ortho1,-859477240,0,bacterial meningitis in adult
ortho1,-904922175,1,omeprazole
ortho1,-951273271,1,heart failure
ortho1,-96890651,1,"[Takotsubo cardiomyopathy, acute coronary syndrome]"
ortho1,-976885592,1,paclitaxel
ortho1,1004418858,1,gastroesophageal reflux disease in adults
ortho1,1063986049,1,poliomyelitis
ortho1,113842132,1,achondroplasia
ortho1,1150579605,0,bacterial meningitis in adult
ortho1,1268595047,1,"[gastroesophageal reflux disease, heart failure]"
ortho1,1269363559,0,bacterial meningitis in adult
ortho1,1296500468,1,slipped upper femoral epiphysis
ortho1,1313229501,0,ceftazidime
ortho1,1358937044,1,cervicofacial actinomycosis
ortho1,1373318532,1,carbon monoxide poisoning
ortho1,1396553893,1,Chagas disease
ortho1,1444924091,1,Hashimoto disease
ortho1,1458408602,1,doxycycline
ortho1,1466679831,0,short-acting anticholinergics
ortho1,1479252266,1,ankylosing spondylitis
ortho1,1479813209,1,[tuberculosis]
ortho1,1508327947,1,dexchlorpheniramine/dextromethorphan/PE
ortho1,1530377818,1,poliomyelitis
ortho1,1586343918,1,chronic pancreatitis
ortho1,1632388614,1,giardiasis
ortho1,1713191791,0,fatty liver
ortho1,1718846532,0,lomefloxacin
ortho1,1872323125,1,altitude sickness
ortho1,1963399416,1,moxifloxacin
ortho1,198296330,1,West Nile virus disease
ortho1,2028175225,1,[acute coronary syndrome]
ortho1,2043881490,0,Crohn disease
ortho1,212304074,1,[hand foot and mouth disease]
ortho1,246922162,1,West Nile virus disease
ortho1,285321069,1,Acute urticaria
ortho1,294667532,1,gout
ortho1,306104904,0,hyperthyroidism
ortho1,314669186,0,staphylococcal infection
ortho1,343170511,1,diabetic neuropathy
ortho1,360926891,0,intussusception
ortho1,366614084,1,female breast cancer
ortho1,373635213,0,vancomycin
ortho1,48693781,1,allergic rhinitis
ortho1,491054711,0,ischemic stroke
ortho1,504466766,0,codeine
ortho1,533517250,1,bounding pulse
ortho1,55350942,1,syncope
ortho1,596262383,0,hypokalemia
ortho1,638087159,2,"[bronchitis, tuberculosis, bronchiectasis]"
ortho1,652675894,1,cortisone
ortho1,721983276,0,glyBURIDE
ortho1,754442938,1,Legg-Calvé-Perthes disease
ortho1,798089099,0,croup
ortho1,836886421,1,campylobacteriosis
ortho1,85598872,0,streptococcal infection
ortho1,856687648,1,penicillin
ortho1,913417450,1,radial head subluxation
ortho1,980128140,1,fatigue
ortho2,-1154198561,1,"[chronic sinusitis, tuberculosis, bronchitis]"
ortho2,-1178650343,1,abdominal aortic aneurysm
ortho2,-1195576538,1,spondylolisthesis
ortho2,-1227921966,1,chronic pancreatitis
ortho2,-1245415419,1,Chronic suppurative otitis media
ortho2,-1296951291,2,"[tuberculosis, bronchiectasis, bronchitis]"
ortho2,-131664545,0,irritability
ortho2,-1332818599,1,avian influenza
ortho2,-1352072290,2,"[tuberculosis, bronchiectasis]"
ortho2,-1360782023,1,toxic shock syndrome
ortho2,-1373701793,0,morphine
ortho2,-1386524416,0,adult acute diarrhea
ortho2,-1398748014,0,diabetes mellitus type 1 in adults
ortho2,-1421669299,1,autonomic dysreflexia
ortho2,-1442160837,1,etidronate
ortho2,-1520310312,1,heart failure
ortho2,-1536794602,0,inflamed joint
ortho2,-1541983061,1,peroneal muscular atrophy
ortho2,-1567020152,1,"[herpes simplex infection, Behçet syndrome]"
ortho2,-1597385599,1,malignant hyperthermia
ortho2,-1619489304,2,"[bronchiectasis, chronic sinusitis, tuberculosis]"
ortho2,-1636317005,1,certolizumab
ortho2,-1648484617,0,pediatric meningitis
ortho2,-171924202,1,carbidopa
ortho2,-1726577036,0,botulism
ortho2,-1741358200,2,"[malignant lymphoma, Crohn disease, extrapulmonary tuberculosis, neoplasm metastasis]"
ortho2,-1744722716,1,"[herpes simplex infection, allergic contact dermatitis, hand foot and mouth disease]"
ortho2,-1772718435,1,pharyngitis
ortho2,-179437985,1,megaloblastic anemia due to folate deficiency
ortho2,-1795992718,1,alteration in consciousness
ortho2,-1820252012,1,topiramate
ortho2,-182696637,1,Legg-Calvé-Perthes disease
ortho2,-1844940382,0,[ulcerative colitis]
ortho2,-1856866015,1,autonomic dysreflexia
ortho2,-187305279,2,"[tuberculosis, bronchitis, bronchiectasis]"
ortho2,-1878599236,1,spondylolisthesis
ortho2,-188669522,1,shoulder dislocation
ortho2,-1921063903,1,chronic pancreatitis
ortho2,-1923632496,1,decompression sickness
ortho2,-2002273997,0,eosinophilic esophagitis
ortho2,-2035787841,1,alpha 1-antitrypsin deficiency
ortho2,-2036982507,0,budesonide nasal
ortho2,-2041124775,1,radial head subluxation
ortho2,-2095091475,1,scabies
ortho2,-2115138625,0,cyclosporine
ortho2,-228503150,1,altitude sickness
ortho2,-245780405,1,chest pain
ortho2,-297867117,0,enalapril
ortho2,-406621636,1,mumps
ortho2,-425916557,1,dyspnea
ortho2,-485266509,1,clonidine
ortho2,-489629583,1,medulloblastoma
ortho2,-515543363,1,sepsis
ortho2,-570295292,1,"[influenza, viral meningitis, bacterial meningitis]"
ortho2,-614797382,1,fluoroquinolone
ortho2,-639113721,1,spondylolisthesis
ortho2,-655529301,0,sepsis
ortho2,-664126766,0,pulmonary valve stenosis
ortho2,-688062151,1,pneumococcal meningitis
ortho2,-708064003,0,history of connective tissue disorder
ortho2,-763460814,2,"[dissecting aortic aneurysm, pulmonary embolism, acute coronary syndrome, pericarditis]"
ortho2,-777960901,0,myocarditis
ortho2,-853603256,0,tenesmus
ortho2,-859477240,1,Reye syndrome
ortho2,-904922175,1,omeprazole
ortho2,-951273271,1,heart failure
ortho2,-96890651,2,"[Takotsubo cardiomyopathy, pulmonary embolism, dissecting aortic aneurysm, acute coronary syndrome, diffuse esophageal spasm]"
ortho2,-976885592,1,paclitaxel
ortho2,1004418858,1,gastroesophageal reflux disease in adults
ortho2,1063986049,0,autonomic dysreflexia
ortho2,113842132,1,achondroplasia
ortho2,1150579605,0,bacterial meningitis in adult
ortho2,1268595047,2,"[adult asthma, heart failure]"
ortho2,1269363559,0,bacterial meningitis in adult
ortho2,1296500468,1,slipped upper femoral epiphysis
ortho2,1313229501,0,ceftazidime
ortho2,1358937044,1,cervicofacial actinomycosis
ortho2,1373318532,1,carbon monoxide poisoning
ortho2,1396553893,1,Chagas disease
ortho2,1444924091,1,Hashimoto disease
ortho2,1458408602,0,ceftaroline
ortho2,1466679831,0,short-acting anticholinergics
ortho2,1479252266,1,ankylosing spondylitis
ortho2,1479813209,2,"[bronchiectasis, tuberculosis]"
ortho2,1508327947,0,acetaminophen/dextromethorphan
ortho2,1530377818,1,poliomyelitis
ortho2,1586343918,1,chronic pancreatitis
ortho2,1632388614,1,giardiasis
ortho2,1713191791,1,Barrett esophagus
ortho2,1718846532,0,lomefloxacin
ortho2,1872323125,1,altitude sickness
ortho2,1963399416,1,moxifloxacin
ortho2,198296330,0,Chagas disease
ortho2,2028175225,2,"[Takotsubo cardiomyopathy, pulmonary embolism, acute coronary syndrome]"
ortho2,2043881490,1,sepsis
ortho2,212304074,1,"[allergic contact dermatitis, hand foot and mouth disease]"
ortho2,246922162,0,thiamine deficiency
ortho2,285321069,1,Acute urticaria
ortho2,294667532,1,gout
ortho2,306104904,0,hyperthyroidism
ortho2,314669186,1,mumps
ortho2,343170511,1,diabetic neuropathy
ortho2,360926891,1,diverticulosis
ortho2,366614084,1,female breast cancer
ortho2,373635213,1,meropenem
ortho2,48693781,1,allergic rhinitis
ortho2,491054711,1,age-related macular degeneration
ortho2,504466766,0,codeine
ortho2,533517250,0,syncope
ortho2,55350942,1,syncope
ortho2,596262383,0,hypokalemia
ortho2,638087159,2,"[idiopathic pulmonary fibrosis, bronchiectasis, bronchitis, tuberculosis]"
ortho2,652675894,1,cortisone
ortho2,721983276,1,amitriptyline
ortho2,754442938,1,Legg-Calvé-Perthes disease
ortho2,798089099,0,pulmonary valve stenosis
ortho2,836886421,0,shigellosis
ortho2,85598872,1,toxic shock syndrome
ortho2,856687648,1,penicillin
ortho2,913417450,1,radial head subluxation
ortho2,980128140,0,abdominal tenderness
ortho3,-1154198561,1,"[tuberculosis, chronic sinusitis]"
ortho3,-1178650343,1,abdominal aortic aneurysm
ortho3,-1195576538,1,spondylolisthesis
ortho3,-1227921966,1,chronic pancreatitis
ortho3,-1245415419,1,Chronic suppurative otitis media
ortho3,-1296951291,1,"[cystic fibrosis, tuberculosis, bronchitis]"
ortho3,-131664545,0,irritability
ortho3,-1332818599,0,pharyngitis
ortho3,-1352072290,1,"[tuberculosis, cystic fibrosis]"
ortho3,-1360782023,1,toxic shock syndrome
ortho3,-1373701793,0,corticotropin
ortho3,-1386524416,1,chronic pancreatitis
ortho3,-1398748014,0,Wegener granulomatosis
ortho3,-1421669299,1,autonomic dysreflexia
ortho3,-1442160837,1,etidronate
ortho3,-1520310312,1,heart failure
ortho3,-1536794602,0,inflamed joint
ortho3,-1541983061,1,peroneal muscular atrophy
ortho3,-1567020152,2,"[Crohn disease, herpes simplex infection, Behçet syndrome]"
ortho3,-1597385599,1,malignant hyperthermia
ortho3,-1619489304,2,"[bronchiectasis, cystic fibrosis, asthma, chronic sinusitis, tuberculosis]"
ortho3,-1636317005,1,certolizumab
ortho3,-1648484617,1,pneumococcal meningitis
ortho3,-171924202,1,carbidopa
ortho3,-1726577036,0,botulism
ortho3,-1741358200,1,"[neoplasm metastasis, Crohn disease, malignant lymphoma]"
ortho3,-1744722716,2,"[herpes simplex infection, erythema multiforme, hand foot and mouth disease]"
ortho3,-1772718435,1,pharyngitis
ortho3,-179437985,0,Bartter syndrome
ortho3,-1795992718,1,alteration in consciousness
ortho3,-1820252012,1,topiramate
ortho3,-182696637,1,Legg-Calvé-Perthes disease
ortho3,-1844940382,1,[Behçet syndrome]
ortho3,-1856866015,0,Cushing syndrome
ortho3,-187305279,2,"[tuberculosis, bronchiectasis]"
ortho3,-1878599236,0,acute low back pain
ortho3,-188669522,1,shoulder dislocation
ortho3,-1921063903,1,chronic pancreatitis
ortho3,-1923632496,1,decompression sickness
ortho3,-2002273997,1,Middle East respiratory syndrome
ortho3,-2035787841,0,dermatomyositis
ortho3,-2036982507,1,mifepristone
ortho3,-2041124775,1,radial head subluxation
ortho3,-2095091475,0,amebiasis
ortho3,-2115138625,0,azathioprine
ortho3,-228503150,0,Kawasaki disease
ortho3,-245780405,1,chest pain
ortho3,-297867117,1,sildenafil
ortho3,-406621636,1,mumps
ortho3,-425916557,1,dyspnea
ortho3,-485266509,1,clonidine
ortho3,-489629583,1,medulloblastoma
ortho3,-515543363,1,sepsis
ortho3,-570295292,1,"[influenza, bacterial meningitis]"
ortho3,-614797382,1,fluoroquinolone
ortho3,-639113721,1,spondylolisthesis
ortho3,-655529301,1,toxic shock syndrome
ortho3,-664126766,0,pulmonary valve stenosis
ortho3,-688062151,0,bacterial meningitis in adult
ortho3,-708064003,1,chest pain
ortho3,-763460814,2,"[dissecting aortic aneurysm, acute coronary syndrome, pericarditis, pulmonary embolism]"
ortho3,-777960901,0,myocarditis
ortho3,-853603256,0,tenesmus
ortho3,-859477240,1,Reye syndrome
ortho3,-904922175,0,elvitegravir
ortho3,-951273271,1,heart failure
ortho3,-96890651,2,"[diffuse esophageal spasm, pulmonary embolism, acute coronary syndrome, dissecting aortic aneurysm]"
ortho3,-976885592,0,meperidine
ortho3,1004418858,1,gastroesophageal reflux disease in adults
ortho3,1063986049,1,poliomyelitis
ortho3,113842132,1,achondroplasia
ortho3,1150579605,0,bacterial meningitis in adult
ortho3,1268595047,2,"[heart failure, adult asthma]"
ortho3,1269363559,0,psittacosis
ortho3,1296500468,1,slipped upper femoral epiphysis
ortho3,1313229501,0,ceftazidime
ortho3,1358937044,1,cervicofacial actinomycosis
ortho3,1373318532,0,adult asthma
ortho3,1396553893,0,sepsis
ortho3,1444924091,0,dysphagia
ortho3,1458408602,0,rifampin
ortho3,1466679831,0,short-acting anticholinergics
ortho3,1479252266,1,ankylosing spondylitis
ortho3,1479813209,2,"[tuberculosis, bronchiectasis]"
ortho3,1508327947,1,dexchlorpheniramine/dextromethorphan/PE
ortho3,1530377818,0,spondylolisthesis
ortho3,1586343918,1,chronic pancreatitis
ortho3,1632388614,0,intussusception
ortho3,1713191791,1,Barrett esophagus
ortho3,1718846532,0,lomefloxacin
ortho3,1872323125,1,altitude sickness
ortho3,1963399416,1,moxifloxacin
ortho3,198296330,0,Middle East respiratory syndrome
ortho3,2028175225,2,"[Takotsubo cardiomyopathy, acute coronary syndrome, pulmonary embolism]"
ortho3,2043881490,1,sepsis
ortho3,212304074,2,"[herpes simplex infection, erythema multiforme, hand foot and mouth disease]"
ortho3,246922162,0,poliomyelitis
ortho3,285321069,0,erythema multiforme
ortho3,294667532,1,gout
ortho3,306104904,1,diaphragmatic hernia
ortho3,314669186,0,staphylococcal infection
ortho3,343170511,0,adult acute diarrhea
ortho3,360926891,0,carcinoid tumor
ortho3,366614084,1,female breast cancer
ortho3,373635213,1,meropenem
ortho3,48693781,1,allergic rhinitis
ortho3,491054711,0,ischemic stroke
ortho3,504466766,1,sulindac
ortho3,533517250,1,bounding pulse
ortho3,55350942,0,Pulsus alternans
ortho3,596262383,0,hypokalemia
ortho3,638087159,2,"[tuberculosis, bronchiectasis, bronchitis]"
ortho3,652675894,1,cortisone
ortho3,721983276,1,amitriptyline
ortho3,754442938,0,acute low back pain
ortho3,798089099,0,pulmonary valve stenosis
ortho3,836886421,1,campylobacteriosis
ortho3,85598872,0,Behçet syndrome
ortho3,856687648,1,penicillin
ortho3,913417450,1,radial head subluxation
ortho3,980128140,1,fatigue
ortho4,-1154198561,2,"[bronchiectasis, bronchitis, tuberculosis]"
ortho4,-1178650343,0,subacute spongiform encephalopathy
ortho4,-1195576538,1,spondylolisthesis
ortho4,-1227921966,1,chronic pancreatitis
ortho4,-1245415419,1,Chronic suppurative otitis media
ortho4,-1296951291,1,"[tuberculosis, bronchitis]"
ortho4,-131664545,0,irritability
ortho4,-1332818599,0,atrial fibrillation
ortho4,-1352072290,1,"[lung carcinoma, bronchiectasis]"
ortho4,-1360782023,0,generalized anxiety disorder
ortho4,-1373701793,1,lidocaine topical
ortho4,-1386524416,1,chronic pancreatitis
ortho4,-1398748014,0,Wegener granulomatosis
ortho4,-1421669299,1,autonomic dysreflexia
ortho4,-1442160837,1,etidronate
ortho4,-1520310312,1,heart failure
ortho4,-1536794602,0,inflamed joint
ortho4,-1541983061,1,peroneal muscular atrophy
ortho4,-1567020152,2,"[Crohn disease, Behçet syndrome]"
ortho4,-1597385599,0,nosocomial pneumonia
ortho4,-1619489304,1,"[bronchiectasis, chronic sinusitis]"
ortho4,-1636317005,1,certolizumab
ortho4,-1648484617,0,pediatric meningitis
ortho4,-171924202,1,carbidopa
ortho4,-1726577036,0,febrile convulsions
ortho4,-1741358200,2,"[malignant lymphoma, Crohn disease, extrapulmonary tuberculosis, neoplasm metastasis]"
ortho4,-1744722716,1,"[herpes simplex infection, erythema multiforme]"
ortho4,-1772718435,0,mumps
ortho4,-179437985,1,megaloblastic anemia due to folate deficiency
ortho4,-1795992718,1,alteration in consciousness
ortho4,-1820252012,1,topiramate
ortho4,-182696637,1,Legg-Calvé-Perthes disease
ortho4,-1844940382,2,"[ulcerative colitis, Crohn disease, Behçet syndrome]"
ortho4,-1856866015,1,autonomic dysreflexia
ortho4,-187305279,1,"[bronchiectasis, bronchitis]"
